run_id,run_name,status,updated_at,output_dir,summary_path,metrics_summary_path,tcn_target_mode,tcn_other_mode,tcn_systole_weight_multiplier,tcn_boundary_ignore_ms,cnn_epochs,cnn_inner_val_size,encoder_block,pooling,patient_mil_attention,weak_murmur_weight,moderate_murmur_weight,decision_threshold,score_weights,error,threshold,auroc,auprc,balanced_accuracy,sensitivity,specificity,precision,precision_ppv,f1,brier_score,mean_score,tn,fp,fn,tp,cnn_phase_mode
ensemble_bc_seed7,ensemble_bc_seed7,completed,2026-05-27T23:25:37Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/ensemble_bc_seed7,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/ensemble_bc_seed7/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/ensemble_bc_seed7/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.8958803906595394,0.826328250050707,0.8360435673807323,0.7094972067039106,0.962589928057554,0.8300653594771242,0.8300653594771242,0.7650602409638554,0.0741625278378236,0.8168031838006111,669.0,26.0,52.0,127.0,systole
ensemble_bc_seed123,ensemble_bc_seed123,running,2026-05-27T23:25:39Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/ensemble_bc_seed123,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/ensemble_bc_seed123/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/ensemble_bc_seed123/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,,,,,,,,,,,,,,,,systole
groundtruth_segments_bc,groundtruth_segments_bc,completed,2026-05-28T01:44:58Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/groundtruth_segments_bc,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/groundtruth_segments_bc/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/groundtruth_segments_bc/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.903605160564286,0.8386702196530507,0.8374824163015956,0.7094972067039106,0.9654676258992806,0.8410596026490066,0.8410596026490066,0.7696969696969698,0.0699207727117152,0.8214303512372918,671.0,24.0,52.0,127.0,systole
augmentation_full_bc,augmentation_full_bc,completed,2026-05-28T14:11:13Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/augmentation_full_bc,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/augmentation_full_bc/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/augmentation_full_bc/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9032032474578996,0.843570611501639,0.8479361761987059,0.7318435754189944,0.9640287769784172,0.8397435897435898,0.8397435897435898,0.7820895522388059,0.0697724865891997,0.8294263735949519,670.0,25.0,48.0,131.0,systole
temporal_branch_bc,temporal_branch_bc,completed,2026-05-28T14:56:13Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/temporal_branch_bc,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/temporal_branch_bc/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/temporal_branch_bc/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.8919416422169527,0.8216326687426998,0.8208070415176238,0.6703910614525139,0.9712230215827338,0.8571428571428571,0.8571428571428571,0.7523510971786833,0.0742136289600553,0.812777009339197,675.0,20.0,59.0,120.0,systole
temporal_branch_groundtruth,temporal_branch_groundtruth,completed,2026-05-28T15:06:56Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/temporal_branch_groundtruth,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/temporal_branch_groundtruth/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/temporal_branch_groundtruth/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9055986495719626,0.8371484324210211,0.8222458904384872,0.6703910614525139,0.9741007194244604,0.8695652173913043,0.8695652173913043,0.7570977917981071,0.0724289546689068,0.8177886975165964,677.0,18.0,59.0,120.0,systole
rnn_groundtruth,rnn_groundtruth,completed,2026-05-28T15:56:00Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/rnn_groundtruth,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/rnn_groundtruth/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/rnn_groundtruth/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,residual,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.8638238012941603,0.775147749056989,0.7810658735581367,0.5865921787709497,0.9755395683453236,0.860655737704918,0.860655737704918,0.6976744186046513,0.0858825922700698,0.7801154758564608,678.0,17.0,74.0,105.0,systole
peak1s_groundtruth_cnn,peak1s_groundtruth_cnn,completed,2026-05-28T17:43:04Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/peak1s_groundtruth_cnn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/peak1s_groundtruth_cnn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/peak1s_groundtruth_cnn/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.898581246734456,0.8273502954142852,0.7970218238816769,0.6256983240223464,0.9683453237410072,0.835820895522388,0.835820895522388,0.7156549520766773,0.0750721628812656,0.7863798738406048,673.0,22.0,67.0,112.0,systole
freq2d_groundtruth_systole,freq2d_groundtruth_systole,completed,2026-05-28T17:58:50Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_groundtruth_systole,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_groundtruth_systole/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_groundtruth_systole/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.7736907680559463,0.6298440090989862,0.6862626100237128,0.3854748603351955,0.9870503597122302,0.8846153846153846,0.8846153846153846,0.5369649805447471,0.1144606012278083,0.6985263963018893,686.0,9.0,110.0,69.0,systole
freq2d_multiscale_gt_systole,freq2d_multiscale_gt_systole,running,2026-05-28T18:01:24Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_multiscale_gt_systole,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_multiscale_gt_systole/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_multiscale_gt_systole/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,,,,,,,,,,,,,,,,systole
freq2d_ms_aug_emph_attn_gt_systole,freq2d_ms_aug_emph_attn_gt_systole,running,2026-05-28T18:06:59Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_ms_aug_emph_attn_gt_systole,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_ms_aug_emph_attn_gt_systole/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_ms_aug_emph_attn_gt_systole/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,,,,,,,,,,,,,,,,systole
freq2d_ms_aug_emph_attn_logmel_gt_systole,freq2d_ms_aug_emph_attn_logmel_gt_systole,completed,2026-05-28T19:41:47Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_ms_aug_emph_attn_logmel_gt_systole,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_ms_aug_emph_attn_logmel_gt_systole/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freq2d_ms_aug_emph_attn_logmel_gt_systole/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.6941441260399501,0.477944861484987,0.584900124593063,0.1899441340782122,0.9798561151079136,0.7083333333333334,0.7083333333333334,0.2995594713656387,0.1443084088644573,0.5444232634712746,681.0,14.0,145.0,34.0,systole
cnn_freqlinear_gt_systole,cnn_freqlinear_gt_systole,completed,2026-05-28T20:01:46Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_freqlinear_gt_systole,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_freqlinear_gt_systole/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_freqlinear_gt_systole/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.8919094891684418,0.8374748668272086,0.8389212652224589,0.7094972067039106,0.9683453237410072,0.8523489932885906,0.8523489932885906,0.7743902439024389,0.0667841111621752,0.8261454419089869,673.0,22.0,52.0,127.0,systole
cnn_transformer_freqbranch_tcn,cnn_transformer_freqbranch_tcn,completed,2026-05-28T20:39:39Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_transformer_freqbranch_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_transformer_freqbranch_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_transformer_freqbranch_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.8905027932960894,0.8148133901708638,0.8354085446726418,0.7039106145251397,0.966906474820144,0.8456375838926175,0.8456375838926175,0.7682926829268294,0.0752900054091297,0.8211868390411826,672.0,23.0,53.0,126.0,systole
cnn_mlp_freqbranch_tcn,cnn_mlp_freqbranch_tcn,completed,2026-05-28T21:08:24Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_mlp_freqbranch_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_mlp_freqbranch_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/cnn_mlp_freqbranch_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9050681242715324,0.8216327019032281,0.8248703830231904,0.6871508379888268,0.962589928057554,0.825503355704698,0.825503355704698,0.75,0.0734647747301827,0.8063110304377696,669.0,26.0,56.0,123.0,systole
floor_audible_only_gt_systole,floor_audible_only_gt_systole,completed,2026-05-28T21:48:36Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/floor_audible_only_gt_systole,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/floor_audible_only_gt_systole/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/floor_audible_only_gt_systole/metrics_summary.json,cardiac-phase,keep,1.0,0.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9549928057553956,0.8908634523480891,0.88757793764988,0.7866666666666666,0.9884892086330936,0.8805970149253731,0.8805970149253731,0.8309859154929576,0.0241129936663271,0.8716847014295227,687.0,8.0,16.0,59.0,systole
freqnorm_global_reuse_tcn,freqnorm_global_reuse_tcn,completed,2026-05-29T02:24:45Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freqnorm_global_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freqnorm_global_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/freqnorm_global_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.909690124994976,0.8456415317781303,0.8479361761987059,0.7318435754189944,0.9640287769784172,0.8397435897435898,0.8397435897435898,0.7820895522388059,0.0680061018325289,0.8294263735949519,670.0,25.0,48.0,131.0,systole
aux_smoke,aux_smoke,completed,2026-05-29T02:35:51Z,/private/tmp/aux_smoke,/private/tmp/aux_smoke/summary.md,/private/tmp/aux_smoke/metrics_summary.json,cardiac-phase,keep,1.0,0.0,2,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.640625,0.3502032553503142,0.5833333333333333,0.25,0.9166666666666666,0.4285714285714285,0.4285714285714285,0.3157894736842105,0.169414921107238,0.4777568922305764,44.0,4.0,9.0,3.0,systole
aux_pitch_w03_reuse_tcn,aux_pitch_w03_reuse_tcn,completed,2026-05-29T02:46:11Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/aux_pitch_w03_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/aux_pitch_w03_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/aux_pitch_w03_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.8055383626060045,0.7048661870916587,0.7481813431936015,0.5251396648044693,0.9712230215827338,0.8245614035087719,0.8245614035087719,0.6416382252559726,0.1010012049950339,0.7406405787879868,675.0,20.0,85.0,94.0,systole
aux_pitch_w01_reuse_tcn,aux_pitch_w01_reuse_tcn,completed,2026-05-29T03:13:09Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/aux_pitch_w01_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/aux_pitch_w01_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/aux_pitch_w01_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.8462280454965636,0.7614525759495546,0.7865680639845666,0.6033519553072626,0.9697841726618706,0.8372093023255814,0.8372093023255814,0.7012987012987012,0.0873812598786546,0.777911032898354,674.0,21.0,71.0,108.0,systole
pc_smoke,pc_smoke,completed,2026-05-29T03:44:33Z,/private/tmp/pc_smoke,/private/tmp/pc_smoke/summary.md,/private/tmp/pc_smoke/metrics_summary.json,cardiac-phase,keep,1.0,0.0,2,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.7152777777777778,0.4312480547774664,0.6979166666666667,0.5833333333333334,0.8125,0.4375,0.4375,0.5,0.2062044373363588,0.5833333333333334,39.0,9.0,5.0,7.0,systole
phase_contrast_reuse_tcn,phase_contrast_reuse_tcn,completed,2026-05-29T04:03:46Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9338209879024156,0.8771411732549025,0.8515332985008641,0.7318435754189944,0.9712230215827338,0.8675496688741722,0.8675496688741722,0.793939393939394,0.0608860671033866,0.8411389149538235,675.0,20.0,48.0,131.0,systole
pcd_smoke,pcd_smoke,completed,2026-05-29T13:32:28Z,/private/tmp/pcd_smoke,/private/tmp/pcd_smoke/summary.md,/private/tmp/pcd_smoke/metrics_summary.json,cardiac-phase,keep,1.0,0.0,2,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.6388888888888888,0.3935934189338079,0.5833333333333334,0.1666666666666666,1.0,1.0,1.0,0.2857142857142857,0.1509120624871176,0.6130952380952381,48.0,0.0,10.0,2.0,systole
phase_contrast_dual_reuse_tcn,phase_contrast_dual_reuse_tcn,completed,2026-05-29T13:42:57Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_dual_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_dual_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_dual_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9238455046019052,0.8554196241498297,0.8465817290301837,0.7262569832402235,0.966906474820144,0.8496732026143791,0.8496732026143791,0.7831325301204819,0.0654368019948583,0.8314922976988071,672.0,23.0,49.0,130.0,systole
phase_contrast_bettertcn_e20_sw3,phase_contrast_bettertcn_e20_sw3,running,2026-05-29T13:55:06Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_bettertcn_e20_sw3,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_bettertcn_e20_sw3/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_bettertcn_e20_sw3/metrics_summary.json,cardiac-phase,ignore,3.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,,,,,,,,,,,,,,,,systole
pcr_smoke,pcr_smoke,completed,2026-05-29T14:34:30Z,/private/tmp/pcr_smoke,/private/tmp/pcr_smoke/summary.md,/private/tmp/pcr_smoke/metrics_summary.json,cardiac-phase,keep,1.0,0.0,2,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.7100694444444444,0.4197317149033109,0.7604166666666666,0.6666666666666666,0.8541666666666666,0.5333333333333333,0.5333333333333333,0.5925925925925926,0.1743711889352401,0.6616898148148148,41.0,7.0,4.0,8.0,systole
phase_contrast_robust_reuse_tcn,phase_contrast_robust_reuse_tcn,completed,2026-05-29T14:46:16Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_robust_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_robust_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_robust_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9247297134359552,0.8533171493102126,0.8423495840199349,0.7206703910614525,0.9640287769784172,0.8376623376623377,0.8376623376623377,0.7747747747747746,0.0670222841797392,0.8242840701192455,670.0,25.0,50.0,129.0,systole
phase_contrast_lowband250_reuse_tcn,phase_contrast_lowband250_reuse_tcn,completed,2026-05-29T15:00:01Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband250_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband250_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband250_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9314657770989913,0.8792311367181879,0.8585587396004983,0.7430167597765364,0.9741007194244604,0.8807947019867549,0.8807947019867549,0.806060606060606,0.0573921625560092,0.8509931968120894,677.0,18.0,46.0,133.0,systole
phase_contrast_lowband200_reuse_tcn,phase_contrast_lowband200_reuse_tcn,completed,2026-05-29T15:15:11Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband200_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband200_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband200_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.939745187090551,0.8819032154973884,0.8654153771954504,0.7653631284916201,0.9654676258992806,0.8509316770186336,0.8509316770186336,0.8058823529411765,0.0585179312060174,0.8469111960876776,671.0,24.0,42.0,137.0,systole
phase_contrast_lowband300_reuse_tcn,phase_contrast_lowband300_reuse_tcn,completed,2026-05-29T15:26:11Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband300_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband300_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband300_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.937470358908404,0.8844485854388574,0.862706482858406,0.7541899441340782,0.9712230215827338,0.8709677419354839,0.8709677419354839,0.8083832335329341,0.0578889740467108,0.8511909852963074,675.0,20.0,44.0,135.0,systole
phase_contrast_lowband400_reuse_tcn,phase_contrast_lowband400_reuse_tcn,completed,2026-05-29T15:37:31Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband400_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband400_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lowband400_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9353161046581728,0.8743751730475263,0.8738796672159479,0.776536312849162,0.9712230215827338,0.8742138364779874,0.8742138364779874,0.8224852071005917,0.0593071713651833,0.8611145945026187,675.0,20.0,40.0,139.0,systole
phase_contrast_lb300_margin0_reuse_tcn,phase_contrast_lb300_margin0_reuse_tcn,running,2026-05-29T16:18:18Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lb300_margin0_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lb300_margin0_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lb300_margin0_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,,,,,,,,,,,,,,,,systole
phase_contrast_lb300_nfft256_reuse_tcn,phase_contrast_lb300_nfft256_reuse_tcn,completed,2026-05-29T16:43:30Z,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lb300_nfft256_reuse_tcn,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lb300_nfft256_reuse_tcn/summary.md,/Users/thiagorodrigues/Desktop/obsidian/heart-research/experiments/nested_tcn_systole_cnn/phase_contrast_lb300_nfft256_reuse_tcn/metrics_summary.json,cardiac-phase,ignore,2.0,10.0,50,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.9315220449338852,0.8749954221239308,0.8500944495800008,0.7318435754189944,0.9683453237410072,0.8562091503267973,0.8562091503267973,0.789156626506024,0.0609850940105526,0.8363886689982057,673.0,22.0,48.0,131.0,systole
demo_smoke,demo_smoke,completed,2026-05-29T16:57:12Z,/private/tmp/demo_smoke,/private/tmp/demo_smoke/summary.md,/private/tmp/demo_smoke/metrics_summary.json,cardiac-phase,keep,1.0,0.0,2,0.15,multiscale,attention,False,1.0,1.0,0.5,"sensitivity=1,specificity=1,precision=1,f1=1",,0.5,0.7607421875,0.5775229627524492,0.5,0.0,1.0,0.0,0.0,0.0,0.1424128263577276,0.25,64.0,0.0,16.0,0.0,systole
